age,gender,A_total,O_total,C_total,E_total,N_total
20,1,34,29,27,28,35
23,1,38,30,34,34,42
17,2,33,32,33,29,38
18,2,29,25,33,30,32
63,2,31,35,33,31,22
22,1,29,31,31,35,43
21,2,39,29,32,34,27
18,2,34,26,37,35,38
15,2,31,33,33,27,39
17,2,30,26,29,30,18
17,1,33,34,28,30,27
25,1,34,38,38,25,19
17,2,31,38,38,30,32
16,1,28,29,26,33,39
16,2,26,35,29,29,26
40,2,31,37,29,25,32
19,1,30,36,24,25,35
51,1,36,36,27,28,36
17,1,35,29,34,32,37
21,1,24,33,37,29,25
16,2,31,35,37,27,42
19,2,33,34,32,33,38
38,2,31,36,34,29,35
45,2,33,34,31,34,32
21,2,30,36,30,28,24
25,2,35,36,36,31,26
23,1,33,38,36,29,37
23,2,35,34,35,29,37
21,2,38,35,32,36,23
19,1,28,31,32,28,28
20,2,31,27,26,29,30
16,1,35,29,28,31,43
17,2,29,33,37,35,37
17,1,31,34,31,31,34
17,2,34,32,30,37,33
16,2,31,27,24,32,30
44,1,35,34,34,34,30
21,2,33,35,29,27,26
20,1,38,37,33,30,41
40,1,32,30,28,32,27
18,2,31,24,24,27,24
31,2,36,38,36,30,35
21,2,31,34,30,27,31
27,2,32,35,37,26,34
33,1,34,36,34,31,26
40,2,35,32,30,28,33
18,2,31,35,29,31,33
19,2,28,30,28,32,39
20,2,32,31,33,28,37
20,1,35,29,30,28,22
61,2,32,37,24,28,21
21,2,32,32,26,30,27
18,1,32,30,28,33,35
19,1,30,33,32,29,33
22,1,39,35,27,30,36
39,2,30,38,31,24,30
34,1,29,35,29,29,23
36,2,34,37,34,32,37
16,1,33,35,29,31,40
28,2,26,30,35,28,26
27,2,28,36,34,23,36
29,1,32,34,28,31,30
45,2,31,29,27,34,24
22,2,29,37,26,31,33
19,2,34,31,25,30,40
33,1,34,37,28,29,25
41,2,29,35,30,29,27
29,1,27,31,31,34,23
18,2,32,30,32,28,34
20,2,31,31,32,31,40
23,2,32,31,25,32,29
24,2,37,40,27,32,29
20,1,29,40,33,31,23
39,2,33,37,27,32,30
40,2,35,37,32,30,37
25,1,27,36,31,26,35
19,2,35,32,37,30,39
26,2,30,35,33,29,31
16,2,29,29,34,29,26
17,1,34,33,29,36,39
54,2,39,33,31,34,28
20,2,33,33,34,35,35
40,2,35,36,35,34,32
17,1,37,35,36,33,36
16,1,32,37,28,33,39
17,1,36,29,29,34,20
17,1,34,33,35,31,31
17,1,35,33,30,26,41
24,1,29,34,29,34,24
17,2,29,40,35,26,31
25,2,33,35,36,28,19
38,1,30,37,33,26,36
17,2,34,32,32,32,36
18,2,38,38,30,33,35
24,2,31,31,28,32,36
21,2,23,32,24,31,25
42,2,32,39,36,28,27
33,2,30,30,33,31,27
20,2,31,35,37,30,34
52,2,37,36,33,32,30
70,1,31,28,33,30,27
35,2,30,33,26,30,28
34,2,32,30,32,27,31
22,2,31,28,32,23,37
19,2,25,27,23,27,39
15,1,31,38,35,28,40
28,1,35,38,28,32,24
19,1,25,32,34,30,28
25,2,31,31,33,29,30
19,1,26,33,31,32,28
54,1,34,33,32,28,27
17,1,39,38,37,31,26
46,1,28,29,27,32,29
16,1,37,24,32,26,41
48,2,33,37,32,32,23
20,1,29,26,25,28,26
16,2,29,25,25,30,43
32,2,31,39,30,33,27
16,1,31,32,30,31,22
27,2,37,37,37,32,34
17,1,29,35,33,31,25
38,1,30,34,29,32,19
17,1,29,29,31,34,24
27,2,28,32,28,31,30
17,2,34,37,31,32,40
24,2,35,33,31,29,35
18,2,28,32,35,27,39
29,1,28,35,27,28,19
36,2,29,38,31,31,30
20,1,29,29,33,35,21
35,1,25,29,34,32,23
26,1,30,38,35,30,23
62,2,27,31,27,33,22
23,2,35,35,27,29,37
47,1,33,34,29,27,30
26,2,28,34,33,30,38
17,1,35,34,35,34,32
40,2,32,31,24,30,25
18,2,35,26,29,24,32
17,2,28,31,26,28,26
50,2,30,40,34,27,37
21,1,31,29,28,28,30
32,2,35,35,28,29,29
39,2,31,35,31,30,22
17,1,33,32,32,34,40
16,1,27,35,32,28,27
20,2,31,34,31,29,42
22,2,30,29,29,30,31
40,2,34,33,24,31,24
26,1,30,36,35,30,27
36,2,31,31,28,26,29
25,2,34,30,32,31,33
39,2,34,35,34,33,32
19,1,30,37,30,25,33
22,1,28,33,29,29,29
25,1,26,34,27,29,25
41,1,34,33,30,34,24
24,2,33,30,31,31,34
27,1,30,36,31,29,26
23,2,26,31,32,37,36
25,1,34,36,29,27,20
20,2,34,33,28,31,39
20,1,29,29,27,34,26
25,2,32,34,34,33,32
46,2,31,34,33,36,33
27,2,35,31,34,29,31
31,2,33,32,34,30,38
17,1,32,32,30,28,30
18,1,32,35,31,31,34
33,2,32,34,28,29,38
19,2,39,32,28,26,42
18,1,31,32,30,37,40
17,1,32,40,36,26,38
20,1,34,31,34,31,34
23,2,30,38,39,27,41
39,1,34,30,29,28,19
24,2,36,34,37,28,43
23,1,32,32,32,28,24
20,2,31,25,28,23,36
29,2,37,37,35,30,31
17,2,29,34,31,33,26
18,2,30,31,35,23,35
24,2,32,34,26,31,25
31,1,30,34,32,30,26
28,2,28,36,33,32,36
21,1,31,30,25,31,38
20,2,31,34,31,27,38
17,2,34,30,24,33,28
40,1,32,29,28,32,19
25,1,28,37,27,32,22
52,2,37,29,33,26,26
43,2,35,32,35,26,23
23,2,25,31,29,28,32
22,2,35,29,37,25,34
24,2,39,36,28,32,42
18,1,38,35,30,28,32
16,2,36,34,38,23,36
15,1,33,32,29,30,30
18,1,33,40,34,32,43
18,1,34,35,36,32,25
34,1,31,33,31,31,31
15,2,37,37,34,37,35
43,2,32,35,24,28,20
22,2,30,39,34,31,41
17,1,29,35,32,29,37
26,2,32,35,37,31,30
22,2,33,30,29,27,31
34,2,32,30,35,28,34
36,2,32,29,33,27,28
19,2,34,34,35,30,23
17,1,31,33,30,32,22
28,1,27,31,28,26,20
23,1,31,28,34,35,41
33,2,29,32,32,31,27
31,2,36,29,30,26,26
38,1,30,34,31,30,31
23,2,31,29,32,27,34
27,2,31,35,33,32,27
19,2,33,30,31,30,32
35,2,32,26,28,32,34
17,1,31,36,35,31,35
15,1,36,30,31,30,24
26,1,29,37,35,27,39
39,2,35,34,30,31,29
16,2,30,30,37,30,43
24,2,34,28,29,35,24
29,1,26,30,37,30,27
17,1,37,35,34,32,33
67,2,30,37,31,26,30
24,2,25,29,26,30,29
36,1,30,37,29,29,28
75,2,32,37,30,32,36
26,1,33,33,32,33,20
27,1,30,37,30,33,20
27,1,36,36,34,29,29
40,2,26,30,34,29,30
42,1,39,36,36,27,26
21,1,35,30,30,27,25
35,2,34,36,27,30,33
21,2,35,38,35,34,41
36,2,32,33,33,33,22
20,2,32,37,31,30,31
33,1,34,35,30,32,18
25,2,27,31,30,31,38
47,1,31,37,35,35,25
23,2,31,36,35,32,33
43,2,31,32,26,27,20
19,2,29,27,32,29,36
50,2,32,33,32,30,30
22,2,32,37,35,27,37
35,1,29,31,29,31,18
16,1,33,33,33,26,32
22,2,26,34,27,30,32
38,2,34,33,29,32,31
52,2,35,33,34,32,19
16,2,36,31,30,35,31
16,1,26,34,33,31,30
42,0,30,31,29,30,31
15,2,29,37,32,30,31
14,2,33,33,31,33,31
23,1,25,34,30,28,39
23,2,27,39,27,34,37
59,2,33,33,35,29,32
17,1,34,35,32,38,29
58,2,32,33,32,28,23
25,2,31,37,30,30,36
16,2,32,30,33,26,30
23,2,33,33,33,33,33
20,2,34,31,32,35,31
14,2,29,32,34,25,42
29,2,29,36,32,29,38
40,2,33,36,31,32,17
20,1,31,32,25,37,32
49,2,31,36,28,32,37
17,2,29,30,31,25,36
21,2,32,29,30,28,36
22,1,37,32,26,30,36
18,1,33,35,31,30,35
54,2,33,29,27,34,24
21,2,28,31,31,27,30
38,1,29,36,26,32,24
35,2,35,38,34,29,29
59,2,32,38,31,31,24
15,2,30,35,30,27,34
15,2,32,29,31,30,35
33,2,33,34,33,28,33
19,1,28,35,33,32,29
25,1,30,37,33,32,21
19,2,32,37,34,22,31
22,2,37,37,33,31,33
62,1,32,33,30,30,34
17,3,29,31,32,23,34
15,2,34,35,26,32,31
28,2,32,33,33,31,27
33,1,28,33,32,33,20
20,1,32,27,27,35,27
26,2,27,29,36,25,30
30,2,26,39,26,28,29
27,1,33,37,27,32,29
21,1,37,38,30,30,25
18,1,34,35,32,24,26
19,2,29,32,31,34,38
25,2,31,30,33,37,39
46,2,31,34,28,29,24
23,2,30,38,29,31,34
20,2,31,31,29,29,34
36,1,34,33,33,30,26
31,1,28,31,32,30,38
21,2,32,30,35,29,30
28,1,37,32,39,34,38
15,1,34,30,27,30,29
25,2,38,31,29,31,29
27,1,32,39,34,34,32
25,2,31,38,33,31,31
34,1,28,35,35,25,23
18,2,35,31,34,32,41
33,2,33,34,35,32,25
46,2,30,31,31,30,37
30,1,26,31,39,32,37
21,3,27,32,27,31,24
45,2,29,34,30,31,26
15,2,31,34,36,32,31
25,1,28,25,34,27,29
29,1,35,28,27,36,42
37,1,36,37,38,31,36
16,2,35,30,34,32,32
16,2,39,34,28,30,41
20,2,33,32,34,32,40
19,2,39,35,34,30,41
24,1,31,36,33,28,24
58,2,34,37,29,32,28
19,2,32,32,28,30,39
15,1,26,31,27,28,37
49,1,32,35,27,34,24
21,2,35,31,28,28,35
27,1,29,36,31,29,39
16,1,26,37,30,31,24
29,2,33,31,33,29,43
38,2,32,32,30,28,25
19,2,30,32,27,31,30
15,1,38,33,32,33,30
29,2,30,33,32,26,26
32,1,24,38,30,26,26
50,1,32,33,36,32,25
34,2,24,37,37,28,43
14,1,27,37,35,32,26
23,2,33,31,35,32,31
22,2,34,28,27,32,30
28,1,35,29,30,32,18
26,2,32,39,34,35,36
20,2,37,31,29,23,32
22,2,32,28,26,34,28
54,1,32,40,35,28,39
28,2,29,34,31,34,25
33,2,32,38,34,27,33
36,2,33,34,35,32,37
28,1,32,33,36,28,31
47,1,26,37,32,32,35
28,2,32,30,33,25,38
21,2,28,33,35,30,29
18,1,35,37,33,32,30
21,1,29,34,31,30,37
31,1,30,33,29,30,28
20,2,39,34,32,36,22
15,2,28,33,30,32,27
20,1,27,32,33,33,38
33,2,33,32,32,30,31
20,1,31,37,33,30,37
30,1,32,35,31,30,43
50,2,32,35,30,31,25
33,2,34,36,35,36,37
17,2,29,34,35,31,30
30,1,33,29,33,32,33
25,2,32,31,27,28,30
23,1,31,28,26,23,29
22,1,34,33,33,32,20
34,2,36,32,29,25,33
48,2,38,36,39,32,19
41,1,30,37,29,30,18
20,2,34,37,36,30,34
17,2,28,26,29,30,37
69,2,35,38,37,29,31
31,1,26,35,30,26,27
22,1,27,35,29,31,18
18,2,33,30,35,35,31
46,2,39,32,30,35,32
17,2,34,36,35,33,42
19,1,34,40,33,27,35
20,2,31,33,36,33,40
15,1,29,34,33,27,25
26,2,34,35,29,35,34
42,2,31,37,31,31,28
20,2,31,32,36,34,38
38,1,27,35,38,30,31
14,2,35,31,34,33,42
28,2,30,28,29,27,34
22,2,28,35,33,29,24
46,1,31,36,30,33,28
22,2,30,29,30,31,38
28,1,31,36,33,30,23
27,2,32,31,36,30,23
15,2,36,31,34,36,35
16,2,30,32,31,30,32
20,2,37,40,33,32,32
40,2,34,35,35,29,29
46,2,26,37,32,30,23
35,2,28,38,36,27,38
17,1,33,28,30,32,28
16,1,28,30,26,27,26
16,2,37,37,28,33,39
34,1,35,35,33,30,23
18,2,27,34,28,28,41
14,2,34,35,29,31,38
31,2,29,40,36,32,33
58,2,29,34,32,25,26
33,2,36,36,26,27,41
20,1,27,30,22,31,21
38,1,29,33,32,30,26
18,1,31,32,30,34,26
23,2,31,35,31,29,27
27,2,32,37,33,33,32
46,2,29,38,29,32,20
50,2,35,33,38,28,40
16,2,38,34,28,33,43
16,1,31,34,29,26,29
31,2,36,35,28,29,36
39,2,36,36,36,28,30
13,2,25,30,24,30,38
66,2,26,30,27,31,17
62,1,29,33,33,29,35
17,2,35,32,33,34,42
18,1,26,38,32,29,32
18,2,32,31,32,24,38
16,2,31,33,35,31,31
20,1,37,37,27,31,32
17,2,36,30,23,35,31
19,2,29,40,35,36,32
24,2,34,30,22,34,39
15,2,32,30,28,32,34
21,2,34,37,33,31,21
17,2,30,30,31,27,42
22,2,35,31,28,30,34
19,1,32,33,33,34,23
17,2,33,28,27,28,25
16,1,38,34,31,35,32
38,1,31,34,33,28,29
26,2,27,38,36,27,24
19,2,31,34,33,27,29
36,2,35,32,30,29,27
19,1,26,32,26,28,26
26,2,34,32,31,27,35
16,2,32,29,35,27,38
32,2,32,35,33,34,27
27,2,33,30,32,37,19
34,2,37,27,32,35,29
22,2,31,38,34,28,43
27,2,32,28,30,26,37
24,2,38,32,34,31,33
21,1,35,29,27,30,27
43,2,30,35,30,32,29
27,1,29,32,36,28,31
36,1,32,29,30,29,24
21,2,29,29,34,31,32
24,2,32,26,34,30,36
1995,2,28,33,27,29,28
38,2,37,38,32,28,38
23,2,34,33,30,29,31
26,2,32,33,31,30,29
24,2,33,35,35,30,24
21,2,33,28,28,27,30
23,2,34,32,27,29,32
28,2,34,32,29,32,28
41,1,34,36,35,34,28
18,2,34,30,31,34,32
15,2,34,34,33,34,39
19,2,30,30,35,31,32
30,1,32,33,34,34,22
22,1,30,37,34,31,28
20,1,32,27,30,32,31
22,2,29,29,29,29,30
22,2,31,35,32,34,23
26,1,33,35,32,32,37
17,2,39,31,31,29,34
54,2,32,36,24,34,22
19,2,36,38,34,29,33
18,2,38,39,36,36,29
34,1,30,33,31,38,36
20,1,31,37,31,28,39
22,2,33,28,37,30,32
20,1,29,32,28,32,34
17,2,26,25,23,26,32
19,2,32,31,34,29,30
21,1,25,32,32,29,35
24,2,34,34,37,30,35
45,2,31,36,31,26,34
18,1,35,26,29,32,38
45,1,33,37,33,28,28
23,1,37,34,34,36,39
36,1,31,33,31,33,30
21,1,33,32,34,33,25
43,2,28,37,32,28,39
20,2,33,32,33,30,26
71,1,34,27,34,30,18
25,1,34,30,33,36,35
23,2,33,34,26,31,42
20,2,31,32,31,29,37
25,1,29,34,34,33,23
20,2,38,28,28,33,40
19,2,39,34,35,33,30
20,2,34,35,25,31,30
21,2,32,32,36,30,37
17,1,37,33,30,30,32
30,1,28,36,30,32,27
16,1,26,28,23,30,42
17,2,33,36,27,25,37
29,1,28,24,34,29,26
17,2,32,27,28,26,31
24,2,28,33,29,32,30
18,1,27,37,31,29,33
21,2,36,25,36,30,32
50,2,35,37,29,35,30
22,2,24,27,29,28,35
17,1,30,36,31,31,22
45,2,37,32,32,25,34
19,2,35,27,32,30,28
24,2,34,35,31,31,32
18,1,33,35,34,32,36
13,1,35,31,33,23,36
22,1,25,26,33,29,35
26,2,33,31,33,28,27
28,2,29,34,30,33,37
17,2,35,38,30,37,36
25,1,29,34,30,27,23
30,2,32,33,33,28,33
25,1,25,33,37,30,38
26,2,36,30,35,33,33
16,2,37,30,30,30,31
20,2,35,29,30,34,23
50,2,32,34,34,27,38
43,1,27,30,32,37,20
35,2,35,34,25,30,27
17,2,29,36,33,35,32
26,2,35,37,39,34,43
24,2,35,30,32,23,28
43,1,38,38,25,30,35
34,1,33,37,30,32,39
32,2,30,29,23,31,28
20,1,30,26,23,26,36
42,2,35,27,38,31,33
30,1,35,36,29,32,24
17,1,29,36,29,30,22
17,1,31,37,33,24,36
49,1,29,36,38,35,23
28,2,30,33,32,26,35
21,2,28,36,31,34,25
22,2,30,33,34,30,29
19,2,34,27,33,30,36
25,2,29,35,34,34,25
22,1,27,33,32,28,24
30,2,32,38,35,32,27
30,2,31,32,29,31,37
53,2,32,31,30,27,35
29,1,33,39,32,34,35
57,2,30,35,30,31,30
18,2,35,27,30,32,32
58,1,34,35,30,32,30
16,2,29,33,28,27,36
17,1,32,32,34,27,25
44,2,32,30,25,30,35
24,1,32,35,34,31,20
39,2,31,30,29,30,25
20,2,31,30,33,27,31
21,2,35,28,29,33,32
27,2,35,32,34,35,32
25,2,28,28,32,28,39
19,1,28,38,30,30,27
37,2,34,31,29,31,26
26,2,31,35,34,31,29
25,1,33,34,30,36,25
43,2,29,29,31,28,32
18,2,34,37,29,31,26
30,2,31,36,32,29,43
37,1,29,30,24,24,28
37,1,33,27,32,32,42
24,2,32,34,37,34,42
24,2,30,34,27,31,36
16,2,31,36,34,29,34
41,2,34,35,32,30,41
17,2,30,29,29,36,28
28,2,32,34,34,32,32
21,1,28,33,33,29,26
16,2,30,36,27,24,37
16,2,28,31,33,26,32
16,2,27,29,28,27,33
22,2,33,37,32,28,38
25,1,30,38,34,31,34
35,2,29,30,25,27,38
16,2,23,32,22,32,29
16,2,24,32,30,31,36
24,1,31,28,30,31,32
22,2,27,27,28,26,36
46,1,30,32,33,32,28
17,1,31,27,30,26,26
54,2,34,30,38,32,31
45,2,34,38,38,31,35
21,2,32,34,31,34,31
43,2,25,32,34,30,35
18,1,35,33,31,34,25
20,2,33,29,37,31,36
17,2,34,33,32,32,36
17,2,34,34,34,29,37
27,2,29,35,33,34,34
17,1,31,36,29,29,31
32,1,31,26,27,31,26
28,2,31,39,33,33,43
24,2,32,35,32,28,22
21,2,32,32,34,30,31
19,2,29,31,28,31,36
16,1,25,37,30,32,29
26,1,35,34,32,27,40
18,2,35,37,29,29,22
29,1,32,30,32,33,32
63,2,36,32,35,30,26
18,2,31,31,31,33,37
17,1,27,37,29,32,31
18,1,36,38,35,31,39
21,1,28,31,31,30,23
22,1,28,35,26,33,26
20,2,25,40,39,28,39
19,2,38,28,32,31,35
16,1,31,37,29,34,34
23,2,32,34,37,32,35
28,2,36,30,32,34,31
21,2,32,24,30,28,25
14,1,32,34,29,31,25
18,2,32,26,32,32,29
19,2,29,36,31,30,33
18,2,31,35,29,32,30
20,2,29,35,28,30,31
41,2,30,33,33,29,28
60,2,32,33,32,31,17
17,1,32,34,32,31,26
27,2,30,25,26,31,29
20,2,30,33,33,30,42
21,1,39,34,35,31,43
15,2,33,33,29,30,31
45,1,33,28,31,29,18
29,1,27,35,32,32,26
15,2,36,33,36,32,34
17,2,37,34,39,33,37
25,1,37,37,33,32,25
55,2,30,34,29,31,24
50,2,37,35,35,26,43
17,2,28,34,34,27,33
44,1,30,26,31,32,26
19,1,28,29,33,26,41
37,1,31,31,26,27,32
54,2,30,32,27,27,30
19,2,30,30,34,30,24
45,2,34,34,33,33,32
47,2,34,36,34,30,31
24,2,32,35,32,32,33
21,2,29,31,34,35,35
17,2,31,34,29,33,29
38,2,33,34,26,27,28
22,1,34,35,32,29,19
15,2,35,32,34,30,31
18,2,34,34,36,35,34
16,2,29,28,29,27,37
30,1,34,30,32,38,37
21,2,31,26,24,35,41
27,2,34,36,29,24,29
16,2,31,26,27,27,35
20,2,34,31,33,34,24
18,2,31,34,26,33,30
25,2,31,34,30,30,40
20,1,35,38,30,33,36
17,2,30,33,33,30,22
24,2,31,35,32,31,31
30,1,35,36,32,25,31
44,1,36,38,31,32,23
19,2,31,37,31,24,25
25,2,33,40,36,35,30
24,1,36,37,33,29,36
18,1,29,33,34,35,37
28,1,33,33,30,38,30
16,2,29,28,31,32,37
16,1,32,32,35,33,32
27,1,36,27,31,32,28
20,2,30,36,30,32,34
23,2,38,34,32,38,30
41,1,33,28,29,30,36
21,1,32,34,31,32,42
34,2,31,33,35,28,29
29,1,37,31,30,28,38
33,1,30,38,29,22,35
27,1,29,35,30,29,26
26,2,36,31,36,33,30
21,2,33,30,30,35,34
15,2,27,39,38,25,40
38,1,31,40,32,36,29
22,1,34,36,27,33,31
19,2,33,34,31,32,30
18,1,34,37,31,31,29
20,1,30,30,33,30,36
38,2,34,39,29,28,36
38,1,26,25,25,27,38
24,2,33,35,34,31,38
24,2,35,35,33,30,27
15,1,26,33,33,32,33
17,1,32,25,24,34,32
28,2,34,32,37,34,28
21,1,36,32,35,27,33
27,1,35,38,25,32,35
39,1,30,34,31,26,19
20,2,34,34,34,29,32
16,2,38,32,29,33,31
23,2,28,33,37,31,19
1991,2,35,26,31,26,38
21,2,34,33,30,33,37
21,1,29,31,28,28,27
49,2,28,33,28,34,31
24,2,37,25,29,33,41
20,2,31,33,33,33,22
19,1,33,34,24,33,26
20,2,37,31,34,36,42
56,1,37,39,32,30,28
41,1,33,37,29,30,36
19,2,31,28,29,33,27
28,2,34,30,37,30,34
29,1,31,35,32,35,18
34,1,33,37,36,34,21
20,1,28,33,24,27,22
21,2,34,37,30,37,25
30,2,34,33,32,33,31
26,1,28,28,31,28,22
43,1,29,37,31,24,33
53,1,29,34,29,29,19
21,1,33,25,26,30,26
33,1,27,31,27,31,19
31,2,32,37,27,32,23
19,2,31,28,32,26,40
17,1,30,38,35,29,27
30,2,35,40,35,32,36
27,1,34,36,31,31,23
20,1,31,36,34,30,28
19,1,28,26,33,32,32
22,1,26,36,33,31,20
16,2,29,39,38,27,37
29,2,23,35,28,27,20
50,1,30,38,29,33,34
26,2,24,39,27,31,27
17,2,34,37,31,28,39
55,2,29,29,31,29,32
24,1,39,34,29,26,28
37,1,37,28,32,32,29
26,2,29,30,32,29,23
29,2,30,32,36,26,32
23,1,26,31,27,31,20
30,2,33,37,32,35,27
22,2,30,36,35,34,25
19,2,35,37,28,28,42
32,2,33,28,32,30,20
25,1,24,37,34,28,28
37,2,30,35,27,32,26
19,2,34,37,34,30,42
22,2,32,30,29,30,35
21,2,31,34,28,30,29
17,2,30,35,29,31,27
14,1,32,30,35,35,28
22,1,30,30,29,29,21
30,1,31,33,37,38,24
44,2,35,33,31,26,31
17,2,33,33,35,33,39
58,1,31,37,35,28,38
17,2,33,31,32,31,24
38,1,30,37,33,35,27
22,1,24,36,30,29,30
41,2,34,36,33,36,33
16,2,30,31,31,29,43
15,2,31,35,30,30,33
18,1,34,33,32,28,37
54,1,29,30,23,29,29
19,2,33,35,30,36,28
25,1,32,32,39,31,31
19,2,26,31,31,28,26
15,2,32,31,32,37,27
15,1,36,31,23,26,31
14,3,32,27,38,26,27
61,1,31,35,29,30,25
16,1,30,36,34,31,25
27,2,31,34,36,32,34
20,2,26,24,26,28,40
31,1,32,32,31,28,30
25,2,35,31,31,36,30
34,2,29,32,25,25,26
22,1,34,35,34,32,27
21,2,35,33,28,34,41
18,1,31,32,30,27,30
29,2,25,29,24,23,25
45,1,33,34,29,32,25
51,2,36,31,32,31,21
21,2,31,26,35,27,35
34,2,38,37,31,29,36
55,2,33,32,33,28,21
40,1,31,34,32,30,30
46,1,37,37,31,31,33
21,2,32,34,35,33,36
18,2,39,30,31,35,41
20,2,31,29,31,36,31
25,2,29,30,30,30,31
19,2,28,34,30,27,27
53,1,30,32,24,33,26
24,1,32,33,30,30,25
14,1,35,38,32,34,32
31,2,34,35,31,33,36
24,1,30,29,29,30,30
29,1,29,31,30,31,29
18,1,30,37,25,29,24
32,2,31,33,36,29,34
23,1,33,34,37,34,29
22,1,29,27,29,29,24
23,1,33,32,31,33,40
22,1,27,27,24,27,19
28,1,28,31,29,29,27
22,1,34,34,36,33,20
22,1,36,37,37,34,35
22,1,32,34,32,29,32
17,1,32,32,29,34,33
27,2,35,37,31,33,28
15,1,29,34,33,33,31
16,1,34,34,27,33,23
19,2,27,33,31,33,22
15,1,34,36,34,33,35
28,2,36,34,34,31,38
17,2,32,33,31,36,36
16,1,33,37,36,33,36
17,0,32,35,25,27,27
21,1,33,29,37,31,29
15,1,33,34,35,32,22
16,1,28,31,39,29,40
14,2,30,37,34,27,31
16,2,31,36,31,30,33
38,1,30,38,30,23,27
16,2,30,34,30,30,30
15,2,36,39,23,37,42
16,2,32,37,28,31,33
17,2,36,32,35,31,29
15,1,29,30,31,31,26
15,2,26,34,27,27,25
15,2,33,33,30,32,33
15,2,33,38,36,35,37
16,1,30,34,28,31,39
17,1,37,31,34,35,40
21,2,34,29,31,30,38
16,2,34,30,33,27,20
17,2,33,34,33,34,30
16,1,35,34,27,26,19
18,1,30,36,30,28,34
23,2,30,29,33,30,32
45,2,33,34,36,28,30
16,2,32,32,36,29,39
15,2,27,33,37,34,30
16,1,31,38,30,35,30
14,1,35,34,30,32,34
15,1,31,38,29,35,43
16,1,32,30,31,35,21
16,1,28,35,30,34,30
36,2,33,34,31,25,35
15,2,30,31,31,31,39
19,2,31,32,34,32,26
19,2,30,28,31,28,30
15,2,27,33,29,30,27
16,1,34,32,30,33,33
18,1,31,27,33,35,26
18,2,34,34,32,30,37
17,1,33,36,34,31,28
16,1,35,34,33,34,26
27,1,30,38,34,30,27
16,2,28,30,37,34,36
18,2,36,34,38,28,25
18,2,32,37,31,31,36
25,2,33,40,36,31,39
17,1,31,36,31,31,26
16,1,31,33,32,29,23
26,1,29,32,34,27,21
16,1,28,32,28,27,40
35,1,32,33,26,28,24
34,1,33,36,28,34,20
14,2,29,31,35,28,37
16,1,33,35,34,38,25
15,1,29,36,34,29,36
16,1,28,31,32,31,30
15,1,28,24,26,29,25
15,1,33,27,35,31,32
55,1,32,34,38,32,31
14,2,31,29,30,29,31
15,1,28,38,34,32,27
26,1,36,34,32,38,33
15,1,32,37,33,34,25
14,1,29,33,29,31,27
23,2,30,40,30,28,40
17,2,34,37,28,31,31
16,1,32,35,31,30,20
14,1,37,34,38,32,39
18,1,31,36,34,34,33
15,1,30,36,28,30,28
14,1,32,37,32,29,27
14,1,32,35,28,25,23
19,1,38,35,22,34,30
17,1,32,35,38,31,36
17,2,30,38,25,29,31
16,2,32,39,37,35,34
17,2,30,37,35,32,24
16,2,25,30,29,27,31
15,1,26,32,30,30,29
50,2,30,33,28,31,25
50,1,38,34,34,36,31
20,2,33,40,34,31,28
15,2,26,29,24,26,27
18,3,29,34,33,32,32
14,2,35,34,34,37,42
15,2,33,37,34,33,37
20,2,33,26,34,28,37
18,1,32,33,35,30,36
14,1,30,36,25,29,28
15,1,33,33,33,32,24
17,2,34,35,32,24,32
14,1,36,35,32,31,34
17,2,31,27,29,34,39
16,1,37,32,27,30,38
22,3,32,34,30,28,34
49,2,28,34,29,28,23
18,2,33,31,38,35,39
16,1,29,27,28,29,26
16,1,31,32,32,33,39
16,2,35,30,31,29,31
21,2,33,33,27,29,20
23,1,29,31,35,30,38
32,2,38,24,33,32,38
18,1,31,38,32,27,43
16,2,32,34,35,33,41
16,1,31,36,38,34,32
27,1,31,33,33,35,36
14,1,28,27,34,34,29
13,1,33,34,27,30,41
16,2,30,36,33,27,33
16,1,37,38,29,35,27
26,2,28,26,26,33,35
18,1,30,36,32,31,23
15,1,33,38,24,37,27
16,1,26,33,30,33,24
16,1,28,31,28,31,31
16,2,34,37,31,27,38
23,2,34,30,33,35,30
16,2,29,30,32,35,26
20,1,31,38,32,33,29
24,1,34,36,33,36,23
16,2,33,36,23,28,28
17,2,33,37,31,34,27
15,1,35,38,34,34,39
17,1,32,36,29,29,30
14,1,34,38,25,27,25
23,1,30,29,31,35,25
18,1,27,32,30,29,32
39,1,31,31,35,31,21
45,1,26,32,31,32,28
15,1,33,34,28,32,33
21,2,30,28,32,30,24
14,1,35,28,28,36,41
18,2,34,32,36,29,25
27,1,30,31,29,28,29
14,1,34,35,32,30,34
13,1,33,28,34,33,33
14,2,36,34,33,32,38
23,1,34,29,36,30,27
25,1,31,32,31,35,35
14,1,34,36,28,32,40
17,1,32,31,37,32,36
17,2,25,29,30,24,34
20,2,33,25,30,29,29
17,1,35,35,24,32,41
17,1,33,31,36,32,35
17,2,35,37,26,34,41
21,1,31,29,26,32,24
18,1,34,33,37,35,21
38,2,34,36,38,27,35
16,2,28,32,30,31,38
16,1,36,38,30,29,35
51,2,32,28,32,26,22
17,2,29,28,29,35,30
16,1,29,33,33,29,23
21,2,25,27,36,26,27
16,1,31,35,32,31,20
32,2,35,35,36,33,22
17,1,28,37,35,32,33
16,2,36,32,32,28,33
16,1,28,30,26,29,29
