age,gender,A_total,O_total,C_total,E_total,N_total
36,2,39,33,27,31,42
20,1,28,32,27,32,18
30,2,28,29,34,30,34
26,1,31,34,28,34,28
17,2,29,37,36,32,20
53,2,28,38,32,30,39
15,2,27,36,25,24,25
29,2,29,29,32,30,34
30,1,31,28,28,30,28
33,2,32,36,33,26,38
20,1,30,33,29,32,19
23,2,32,39,30,33,26
22,2,29,30,35,25,34
27,2,35,39,30,36,35
15,1,29,32,25,34,29
48,2,28,35,31,32,28
19,1,28,32,34,28,31
39,2,34,39,34,31,38
15,2,29,30,27,32,28
19,2,32,35,36,33,31
35,1,31,32,32,32,23
19,2,35,39,36,34,43
18,2,31,31,37,28,40
24,2,33,36,30,31,32
36,2,35,35,32,24,39
20,2,32,35,33,37,41
24,2,26,31,37,28,41
20,1,34,39,33,37,32
24,1,33,32,33,30,33
36,2,29,35,27,31,19
15,2,30,28,32,29,35
16,2,32,38,38,27,39
16,1,28,34,37,30,32
38,2,31,38,32,35,30
24,1,38,28,34,32,23
17,2,31,27,30,37,24
21,1,27,28,34,26,43
15,1,34,30,29,33,22
18,1,28,34,30,30,36
20,1,28,36,30,30,22
50,2,32,33,27,29,20
27,2,36,33,29,31,37
17,2,31,30,31,27,27
25,2,37,39,31,29,35
21,1,28,26,36,30,41
27,1,31,31,32,34,20
20,2,29,34,29,34,32
26,2,29,30,37,29,27
40,1,30,34,32,26,37
15,2,32,33,30,32,40
24,2,33,30,27,34,20
30,1,32,34,33,30,29
20,1,28,31,30,30,25
38,1,31,31,34,33,23
23,1,32,34,27,27,34
27,1,31,35,31,35,22
18,2,32,35,32,30,30
41,2,23,29,22,26,29
21,2,27,35,32,24,40
16,2,28,33,35,27,27
22,1,28,36,39,29,29
18,2,32,35,31,30,29
16,1,32,32,32,28,34
24,2,35,34,37,26,27
62,2,32,32,31,29,36
26,1,34,33,36,32,24
30,2,29,32,31,30,28
17,2,37,29,37,33,30
33,2,34,40,33,30,36
22,2,33,39,31,36,39
17,2,37,37,37,31,41
18,1,27,29,32,33,36
20,1,35,38,37,32,39
30,2,31,33,31,28,27
18,1,31,30,25,29,30
71,1,30,34,31,29,28
20,2,34,36,31,31,37
39,1,33,34,29,30,35
53,2,31,28,30,28,26
19,2,34,28,31,34,32
34,2,32,33,30,29,22
16,2,32,28,31,33,29
18,2,31,38,32,27,42
17,2,32,40,30,27,33
42,1,33,31,30,28,41
53,1,24,36,29,26,27
20,2,32,31,25,24,39
27,2,28,37,25,30,29
21,2,28,35,32,38,26
48,2,32,28,34,24,20
29,1,37,37,34,30,35
31,1,34,37,32,29,29
15,1,34,32,30,28,32
20,1,26,38,33,27,38
18,2,30,32,29,35,38
34,2,33,34,36,35,24
15,2,33,35,33,29,38
27,2,33,37,26,33,36
29,2,33,29,29,28,37
58,1,36,33,33,33,23
39,2,33,33,29,33,30
18,2,34,30,26,29,25
18,2,29,30,32,28,26
39,1,31,36,28,29,35
45,2,31,35,30,28,20
26,1,30,29,28,29,33
23,1,33,33,33,30,29
23,2,37,39,31,26,34
49,1,33,33,29,29,30
17,2,26,37,36,28,19
16,2,32,27,31,37,39
16,1,26,34,28,29,29
23,1,28,27,27,26,33
31,2,29,31,36,31,36
26,2,27,31,28,29,34
33,1,32,33,30,33,26
39,2,37,37,32,27,23
21,1,29,31,34,26,37
17,2,38,36,27,37,43
22,2,31,29,30,35,29
25,1,31,38,33,35,29
44,2,30,35,27,31,35
28,2,32,30,34,36,38
23,2,35,36,30,26,36
16,2,34,34,31,30,31
54,2,36,38,29,31,22
39,1,30,38,37,32,41
32,2,34,34,37,30,32
22,1,31,37,32,31,20
18,1,32,35,35,30,43
40,2,31,32,32,32,27
19,2,37,36,35,29,35
31,2,34,33,33,26,32
18,2,31,28,38,29,40
27,2,36,33,27,35,41
13,1,35,38,28,30,29
36,2,33,33,34,31,27
28,1,29,34,30,34,23
20,1,28,38,34,25,35
32,2,28,34,29,28,27
18,2,28,28,27,33,28
54,1,31,34,28,35,33
15,2,34,35,34,36,34
23,1,34,31,33,34,38
19,2,33,34,36,28,34
21,2,27,27,29,25,28
26,2,33,33,30,28,20
23,1,28,29,32,28,41
22,1,27,29,33,33,29
23,1,32,31,25,34,31
18,1,27,36,33,31,33
24,2,34,35,35,32,40
21,2,29,34,30,35,42
35,1,28,30,33,31,22
22,2,33,36,31,31,42
60,1,34,35,30,29,25
18,1,28,34,34,27,31
16,1,28,33,24,26,39
48,1,26,35,30,28,27
30,1,30,39,30,27,20
14,2,35,35,32,28,35
34,2,32,36,31,30,31
16,2,32,38,30,30,35
18,1,31,36,28,31,24
18,2,34,30,28,30,30
28,2,35,36,28,31,31
19,2,35,31,32,35,31
18,2,35,32,30,31,27
21,2,31,33,33,33,21
19,3,27,31,27,27,34
25,2,32,33,32,28,31
16,2,29,34,35,31,25
32,2,33,30,29,33,24
38,2,36,38,29,28,39
18,1,30,30,31,27,38
17,1,27,33,29,32,26
29,2,31,37,32,29,35
25,2,31,34,34,27,30
27,2,31,27,33,30,22
13,3,31,24,24,26,33
21,2,31,35,37,28,31
27,1,28,25,26,27,34
18,2,33,30,32,33,33
41,1,32,35,23,29,28
22,1,35,37,28,34,38
28,1,30,34,28,28,28
23,2,37,32,28,28,37
43,1,32,37,34,25,31
35,1,34,34,30,31,43
32,1,30,34,34,26,33
24,1,29,38,33,29,31
30,2,33,28,32,29,27
15,2,27,34,28,31,32
18,1,39,38,26,36,30
27,2,33,36,31,30,22
18,2,23,32,33,28,31
38,2,31,36,33,31,24
23,2,31,38,30,31,31
54,2,29,35,33,33,28
24,2,36,32,36,33,33
20,2,28,36,37,29,29
17,1,33,33,33,37,36
32,1,33,39,26,32,38
29,1,27,29,35,33,27
31,2,34,27,33,27,37
18,2,34,32,30,29,33
20,1,33,36,34,28,20
25,1,31,35,24,29,32
21,2,30,32,37,29,23
26,1,31,32,32,30,18
22,1,32,33,32,32,30
20,2,27,33,32,33,26
30,2,34,33,27,31,23
19,2,33,34,34,30,39
14,2,32,32,36,30,42
17,2,38,34,34,26,32
20,2,32,33,29,26,28
18,1,34,30,32,29,36
23,2,32,35,34,32,42
17,2,36,27,33,34,36
55,2,31,33,34,24,33
32,2,34,36,28,30,28
24,2,34,31,35,32,36
15,2,39,34,34,31,33
19,1,30,40,32,35,40
17,2,34,38,32,30,31
16,1,36,37,26,35,27
40,2,36,30,32,29,30
22,2,35,37,38,34,27
17,2,31,40,36,34,39
28,1,29,36,34,33,30
25,2,28,33,29,28,28
18,2,32,33,33,28,30
20,1,35,33,26,26,39
47,1,25,31,31,31,27
39,1,28,33,32,29,34
36,2,35,35,27,26,35
20,2,30,31,33,35,26
19,2,34,33,30,30,35
22,2,27,25,25,29,21
39,2,29,34,37,29,23
18,2,30,31,29,31,32
31,1,32,36,26,28,19
31,2,26,32,34,32,36
18,2,30,31,29,31,35
32,2,34,34,32,31,20
17,2,32,39,37,25,41
18,1,30,32,32,30,35
29,1,31,32,31,31,29
20,1,33,37,29,31,32
56,2,37,29,30,34,26
51,2,31,30,37,27,30
16,1,29,35,34,31,24
25,2,27,32,31,34,36
17,1,34,33,25,33,30
20,1,34,36,33,35,21
13,2,31,34,30,31,21
42,2,29,37,32,30,43
45,1,31,35,29,31,30
69,1,35,32,28,33,28
63,2,38,33,30,28,32
27,2,35,34,36,27,41
20,2,31,34,33,29,41
15,1,29,25,23,30,36
45,2,32,36,36,29,27
14,2,34,27,31,34,30
20,2,29,36,37,32,43
28,2,31,34,34,27,35
25,2,36,33,34,33,36
49,1,36,38,38,29,39
29,1,27,31,27,28,23
15,2,35,39,35,30,31
28,2,37,35,32,32,34
52,2,33,34,28,31,27
20,2,34,32,39,30,33
29,2,36,35,33,32,25
23,2,29,32,30,31,20
24,2,30,29,29,27,31
31,1,32,35,30,28,27
21,2,32,34,25,22,39
18,2,31,27,31,29,30
19,2,27,31,31,31,28
40,2,31,36,34,27,37
44,2,27,37,36,27,28
22,2,34,32,36,31,39
63,1,30,36,24,28,24
20,1,33,38,39,24,31
27,1,30,31,30,32,29
14,2,28,34,36,25,31
19,2,35,37,27,28,30
50,2,33,38,33,34,33
24,1,30,33,28,29,25
32,2,32,36,28,28,21
36,2,30,34,26,32,28
17,2,29,33,32,26,28
23,2,29,34,39,31,32
19,2,32,35,37,31,32
29,2,34,39,32,31,27
50,2,33,37,33,32,22
18,2,34,31,29,30,30
17,2,31,36,35,31,42
32,1,32,39,34,28,27
43,2,37,37,28,31,41
16,2,29,33,32,29,24
32,1,30,35,35,29,37
18,3,31,33,29,26,39
22,1,30,35,35,29,38
18,2,35,30,35,27,40
23,2,27,34,33,37,37
22,1,32,32,30,31,20
50,2,30,34,28,26,25
14,1,29,34,32,34,22
35,1,32,35,31,26,41
26,2,35,26,30,27,33
49,2,30,33,32,33,33
32,1,26,34,32,31,25
35,1,27,36,32,33,22
188,2,30,34,28,25,37
25,1,30,37,29,29,32
21,1,36,39,36,36,34
30,2,35,35,26,29,42
32,1,32,37,30,31,21
18,2,29,30,30,28,34
26,1,28,32,34,27,32
77,1,31,34,31,26,31
44,2,31,32,34,31,37
35,2,35,32,29,29,28
60,1,30,29,30,33,23
43,2,32,34,32,32,34
31,2,32,36,33,32,23
20,2,31,32,29,27,37
16,1,31,38,24,30,27
18,2,30,27,25,30,37
35,2,32,35,35,31,33
54,2,28,32,29,30,22
24,1,29,37,36,32,27
18,2,31,30,31,32,25
18,2,28,27,32,26,43
25,1,34,31,34,37,23
19,2,34,32,31,29,40
30,2,32,32,31,26,32
28,2,29,29,28,26,25
19,2,29,30,29,27,36
19,2,33,37,34,29,27
38,1,26,33,26,35,26
22,2,28,34,36,28,34
43,2,32,34,29,24,25
57,2,35,36,30,30,23
39,2,30,34,29,30,31
13,1,28,37,24,35,22
17,2,37,34,33,26,30
31,2,28,33,30,32,29
48,2,25,32,34,31,22
26,2,31,33,34,33,29
16,2,31,32,33,30,33
24,2,38,37,34,30,29
33,1,37,31,30,32,32
23,2,36,38,36,24,42
28,2,34,29,38,30,32
19,1,34,37,32,31,41
26,1,31,29,36,24,19
23,1,31,32,32,29,29
42,2,32,36,31,28,26
26,1,34,31,32,24,18
25,1,28,31,37,33,22
30,2,34,39,33,30,34
55,2,35,38,33,29,36
21,2,37,36,30,35,41
32,3,30,36,31,26,28
14,1,28,35,28,31,22
64,2,34,32,23,27,22
14,2,33,33,29,30,31
18,2,29,30,34,27,32
17,2,32,32,32,34,32
60,1,30,36,30,33,27
58,2,28,28,34,30,30
23,2,35,33,30,34,24
18,2,31,32,31,32,38
19,2,37,33,31,32,38
20,1,28,38,31,25,36
56,1,27,38,36,36,34
27,2,35,33,33,33,27
16,2,30,40,29,29,27
16,1,28,28,33,27,38
18,1,26,38,28,25,23
24,2,32,31,30,29,35
31,2,31,35,26,31,34
22,2,27,34,31,22,23
42,2,32,30,31,33,26
28,2,30,33,32,31,38
36,2,29,32,29,32,24
28,2,33,36,28,24,35
13,1,35,37,37,30,28
57,2,36,33,34,29,32
25,1,37,33,32,23,37
21,2,35,25,32,32,42
62,1,29,35,29,30,23
18,2,38,25,31,35,39
27,1,31,38,30,28,36
19,2,34,37,33,33,40
17,1,31,35,35,34,22
18,3,30,34,33,32,32
31,2,35,32,29,33,29
33,1,35,35,33,30,33
22,2,33,36,37,33,39
28,2,33,33,35,32,39
20,2,32,32,34,32,40
62,1,33,34,27,32,20
17,1,29,32,31,29,28
66,2,30,31,29,27,25
14,2,29,31,28,28,24
19,3,31,32,27,28,33
30,1,26,37,33,31,25
16,2,28,29,24,30,33
41,2,34,34,29,36,23
25,1,23,32,27,27,18
20,2,33,36,34,28,33
15,2,28,32,28,31,26
18,2,32,24,28,28,34
25,2,36,37,30,32,43
64,1,36,33,25,30,22
57,1,25,31,30,26,23
17,2,25,36,31,26,36
32,1,30,34,34,33,31
46,2,28,36,34,27,21
79,2,32,35,29,24,35
20,2,36,39,27,31,32
32,2,39,34,33,22,32
28,1,32,40,31,27,34
16,2,29,28,31,31,33
22,1,26,26,31,28,22
21,2,29,35,39,30,37
30,2,32,37,32,33,31
33,2,30,37,35,30,32
25,2,31,29,31,26,30
22,1,27,29,27,29,21
20,2,29,30,28,32,22
24,2,30,37,35,29,30
58,1,29,33,31,31,30
35,1,30,29,28,32,28
13,1,31,33,34,35,32
23,1,38,35,36,36,39
46,2,36,40,32,32,31
39,2,30,29,36,33,38
43,2,29,31,29,29,27
22,2,32,30,38,33,43
35,1,39,37,28,28,34
31,2,33,38,33,34,30
28,2,29,26,33,31,17
25,1,36,38,37,29,35
31,1,34,38,32,27,35
32,2,34,35,25,29,33
23,1,28,30,31,31,24
18,2,32,37,35,33,37
27,2,30,25,36,29,33
35,2,29,38,30,30,24
24,2,34,33,32,32,25
18,1,36,32,33,31,18
20,1,32,31,30,32,33
17,2,32,40,24,27,37
13,2,31,31,30,28,30
23,1,36,35,34,30,21
19,1,36,27,33,33,41
17,1,32,37,31,26,21
23,1,33,27,28,29,26
20,2,30,31,28,25,42
20,2,33,32,38,34,43
14,1,32,40,39,27,36
17,2,23,25,28,31,24
14,2,31,34,30,26,39
21,1,30,30,31,27,27
20,2,36,33,35,31,39
17,1,27,34,33,32,37
47,1,36,39,32,31,35
14,2,31,30,37,30,43
38,2,38,36,31,28,40
18,2,30,36,34,30,23
13,1,29,36,34,27,31
26,2,33,33,30,29,24
23,2,31,38,34,27,30
16,2,37,29,29,28,23
22,2,37,33,30,31,38
24,2,32,36,33,30,28
28,2,33,36,31,28,23
22,2,30,33,28,31,20
17,2,35,33,37,23,24
18,2,38,30,31,31,26
21,2,31,27,33,28,39
35,2,34,36,27,31,26
26,1,33,29,32,33,24
60,2,31,33,34,30,19
58,1,33,39,35,31,37
21,1,29,30,32,29,36
16,1,31,35,29,27,24
37,2,32,37,27,35,20
38,2,27,36,35,27,37
31,2,33,37,25,26,34
20,2,36,25,29,32,22
32,2,32,33,22,26,35
27,2,30,34,31,31,20
21,1,28,38,29,34,21
13,2,27,24,30,27,30
51,2,34,30,28,34,30
32,1,31,33,36,29,26
34,1,31,32,34,31,25
18,2,30,29,29,33,24
18,2,33,39,35,31,31
18,1,24,33,32,24,39
24,1,34,33,31,31,38
21,2,25,33,23,30,28
14,2,34,39,33,31,42
25,1,36,29,28,38,33
16,2,35,33,28,27,42
19,1,28,26,30,29,29
44,1,36,33,33,33,30
48,2,27,29,31,28,35
17,2,38,37,32,33,31
18,1,33,31,35,30,42
15,2,28,33,34,30,29
30,2,30,34,34,30,29
23,1,32,30,27,30,36
22,2,31,32,33,29,39
25,2,27,32,36,33,30
79,2,34,36,30,26,33
19,2,35,35,28,27,35
22,2,30,35,25,31,18
54,2,39,32,29,31,38
24,2,35,29,31,34,26
16,2,35,39,34,32,27
25,1,34,36,34,34,30
17,1,34,38,29,28,42
19,2,27,31,27,31,21
19,2,32,33,38,30,35
20,1,38,30,32,31,42
17,2,27,30,32,35,27
20,2,33,31,32,31,34
35,1,32,28,34,31,40
50,2,28,31,37,25,30
45,2,34,38,31,25,33
24,2,38,26,29,29,27
17,1,29,35,32,34,31
21,1,32,37,33,30,40
57,1,32,30,29,27,18
33,1,29,36,31,27,34
32,2,33,35,34,33,31
33,1,23,30,34,32,27
30,1,31,24,28,32,28
19,2,33,35,28,29,31
18,2,29,28,28,29,30
24,1,33,35,29,34,26
20,2,35,32,31,32,35
24,1,31,33,29,31,22
24,2,34,27,32,28,24
20,1,32,36,39,33,32
15,1,36,30,33,30,31
59,2,32,29,31,27,23
23,2,28,31,28,28,28
32,2,31,33,34,25,33
31,1,31,28,29,36,33
31,2,36,31,31,32,39
18,1,32,38,23,33,23
34,2,37,31,35,31,31
23,1,39,36,34,31,24
19,2,33,37,23,34,37
20,1,33,31,30,31,32
22,2,34,34,28,36,40
19,1,36,36,34,24,34
21,1,36,32,32,35,32
50,1,28,33,35,33,36
29,2,33,35,29,29,33
35,1,33,38,32,36,33
29,2,32,34,35,25,30
16,2,31,31,29,33,40
21,2,31,31,32,33,25
22,2,36,32,35,33,38
30,2,34,33,32,31,38
32,2,29,28,32,34,26
18,1,33,35,29,34,33
44,2,30,40,29,28,24
31,2,35,36,34,32,28
22,1,31,34,32,30,35
35,1,32,38,36,34,20
23,2,35,39,31,32,29
18,1,31,29,30,34,27
37,2,29,34,32,31,31
28,1,34,32,35,34,24
30,1,27,36,34,31,35
25,2,29,36,31,26,37
19,2,28,33,31,27,29
13,2,37,31,36,33,40
47,2,25,29,27,36,26
28,1,33,35,28,32,28
20,2,35,31,31,29,18
20,1,31,30,26,32,34
34,2,32,37,27,27,28
34,2,33,32,33,25,38
16,2,37,33,36,31,34
47,1,32,32,28,23,35
41,1,31,29,33,33,27
21,2,32,35,32,30,38
31,2,33,40,38,33,43
30,2,34,30,33,29,32
21,2,26,31,31,31,36
20,1,32,34,29,28,33
19,1,38,32,33,35,19
14,2,30,31,35,25,28
18,1,32,32,33,31,33
46,2,26,28,28,28,20
16,2,30,37,35,28,35
65,2,32,35,27,32,28
18,2,35,35,35,26,40
57,1,32,31,28,30,23
30,2,33,34,30,28,39
15,2,34,29,24,30,20
16,2,32,28,28,30,33
70,2,37,33,30,29,28
21,2,30,31,28,31,35
16,2,31,29,30,29,42
14,2,32,32,29,28,32
24,1,30,36,36,31,35
20,2,34,34,35,32,29
44,2,31,34,32,23,39
19,2,32,35,36,33,37
46,1,31,30,27,32,25
14,2,27,38,34,29,27
17,1,30,34,34,29,31
19,2,27,29,27,27,21
24,2,29,34,32,27,33
15,2,31,36,35,34,36
27,1,29,33,30,33,33
31,1,33,32,33,32,32
25,2,29,26,30,26,33
23,1,35,39,27,37,41
16,1,32,40,32,28,37
60,1,35,40,33,35,21
27,1,33,38,31,29,39
32,1,34,31,36,36,39
31,2,28,36,37,32,38
71,2,27,33,32,24,23
42,1,28,34,33,30,39
66,2,31,32,34,32,35
31,2,31,32,36,29,32
14,2,33,33,31,30,31
36,2,34,29,31,29,27
16,2,26,33,22,28,43
15,1,26,30,26,33,18
22,2,33,30,27,33,36
18,1,33,29,30,30,35
27,2,30,34,28,34,23
22,2,29,33,25,29,36
46,2,35,37,35,33,42
50,1,35,35,35,35,41
21,1,28,37,30,30,24
20,2,28,35,28,34,36
22,2,26,30,25,28,33
18,2,35,33,32,29,37
17,2,34,32,33,34,30
41,2,32,34,31,27,30
20,2,34,30,32,29,34
31,2,31,38,31,28,32
24,1,34,34,30,34,32
22,1,37,28,33,30,18
25,1,30,38,32,38,30
18,2,35,37,34,36,26
19,1,28,37,31,30,19
17,1,38,28,31,30,19
21,2,33,30,33,30,40
46,2,32,32,32,34,37
15,2,37,34,34,32,38
25,2,34,35,30,33,24
16,1,32,34,34,36,31
15,1,28,37,35,29,37
29,1,34,35,28,27,36
23,2,28,28,26,32,28
26,2,29,35,32,35,33
17,2,30,31,33,28,25
16,1,36,35,38,34,37
26,1,33,35,31,25,36
52,1,30,32,35,26,37
31,1,34,33,31,24,24
20,2,35,30,33,31,41
40,2,31,26,27,32,17
24,1,27,28,31,31,31
31,1,34,32,32,26,26
27,1,37,36,31,31,30
31,1,32,32,32,29,25
17,2,28,32,29,29,31
24,1,32,38,34,28,41
16,2,30,32,32,31,33
36,2,28,34,29,27,28
51,1,34,30,32,32,23
18,2,38,34,33,32,23
63,2,33,33,32,28,22
42,2,32,33,24,25,36
19,2,32,32,29,28,30
33,2,33,30,29,32,35
32,1,32,33,32,29,26
26,1,30,34,33,27,32
18,2,31,32,30,28,38
18,1,26,38,26,22,30
18,1,34,39,31,31,25
22,1,33,35,31,29,29
69,2,33,38,30,35,21
22,1,29,24,28,31,31
20,1,35,37,27,31,34
24,1,34,27,29,30,28
25,2,36,36,25,27,42
23,2,34,33,27,33,27
32,2,33,28,34,29,28
60,1,30,33,31,31,25
27,1,33,32,33,32,23
29,2,33,28,34,31,35
18,1,31,26,25,27,26
16,2,29,36,30,33,42
25,1,35,37,27,29,35
25,2,27,31,28,31,31
20,1,37,38,33,34,24
29,1,29,31,27,25,30
20,2,32,29,36,30,34
27,2,31,27,32,33,36
40,2,33,37,28,29,31
21,2,36,36,34,36,27
23,1,33,36,29,33,42
27,1,32,31,35,35,20
25,2,32,32,30,32,31
18,2,30,33,35,31,27
1989,1,31,32,28,31,27
36,2,34,32,33,35,26
33,2,31,38,24,31,35
31,1,27,36,31,31,31
31,2,35,32,31,36,33
24,2,36,34,30,30,34
26,2,36,34,33,29,39
29,1,28,27,34,38,22
27,1,32,35,34,34,27
19,2,25,24,28,34,33
19,2,29,31,32,31,27
18,2,33,32,32,29,31
31,2,32,35,36,30,34
20,1,31,31,36,33,27
37,1,29,34,28,32,18
51,2,32,36,31,26,18
28,2,31,40,29,31,27
49,1,28,33,34,28,28
20,2,33,31,28,24,36
19,2,33,32,31,30,28
22,1,28,33,32,26,25
44,1,29,37,25,29,39
26,2,33,33,28,30,30
25,1,33,38,26,28,24
50,2,34,34,33,29,37
26,1,31,26,29,28,26
27,1,30,30,32,30,39
20,1,35,37,31,34,33
38,1,30,34,29,29,39
44,2,29,34,31,29,25
21,2,32,27,37,29,28
15,1,34,35,35,34,43
57,1,29,35,32,28,30
64,2,31,31,27,32,28
29,1,33,35,29,32,24
17,2,32,31,30,32,32
21,1,32,29,38,37,26
20,2,33,36,36,28,28
16,2,26,38,32,30,29
20,2,38,31,35,35,41
28,1,33,34,31,30,36
52,1,34,29,26,30,33
45,2,30,34,28,30,31
16,1,26,26,26,30,40
43,2,32,34,29,27,23
18,2,27,34,30,29,39
16,2,32,33,32,36,40
49,1,30,34,25,30,32
34,2,32,30,22,35,43
17,2,31,26,33,31,29
47,2,27,35,23,29,42
16,1,28,30,33,32,26
27,1,33,33,30,32,29
32,1,29,38,35,28,26
20,1,32,36,30,30,43
24,2,33,27,33,31,35
27,1,33,34,31,34,26
41,1,33,35,37,31,42
17,2,32,36,35,28,35
23,2,31,28,28,27,37
41,1,33,36,27,31,24
45,2,29,38,30,30,35
18,2,37,35,39,32,40
24,2,29,31,34,30,30
22,1,34,27,37,31,42
35,2,28,28,32,30,42
24,2,27,32,33,30,32
20,1,28,31,33,30,27
16,2,30,25,34,31,38
58,2,34,35,32,24,25
43,1,28,35,32,28,33
38,2,29,35,31,34,36
33,2,30,36,31,28,26
17,2,32,31,30,28,29
33,1,35,29,23,32,26
18,2,32,32,33,28,31
38,1,31,35,33,31,28
38,2,31,37,34,32,27
21,2,31,34,33,27,25
21,2,29,30,29,31,33
28,2,32,36,35,28,23
24,2,32,32,32,27,42
18,2,32,34,31,34,35
34,2,29,32,33,28,22
18,2,31,30,31,26,23
37,1,29,31,30,27,29
16,1,30,34,29,30,26
20,1,32,30,32,32,24
15,2,30,27,27,30,23
24,1,31,33,29,31,28
18,2,34,31,35,31,19
18,2,33,33,26,27,33
25,2,34,37,36,31,25
18,2,31,34,32,33,24
18,1,28,34,32,28,32
27,2,34,30,34,36,25
23,2,33,29,36,32,41
18,2,33,34,30,26,38
16,2,30,34,35,35,27
18,2,35,32,30,32,26
21,2,31,32,34,38,35
18,2,33,33,30,32,38
15,1,28,34,30,35,26
21,1,33,31,29,32,26
18,2,30,26,25,27,24
18,2,33,34,31,34,32
41,2,33,36,34,37,36
21,2,33,32,27,30,26
48,2,32,38,32,30,28
35,2,28,35,24,32,24
15,2,33,35,29,32,32
15,2,31,32,30,37,31
18,2,33,34,32,30,30
48,1,33,33,32,29,30
19,1,33,35,32,31,26
65,2,31,36,31,30,28
18,2,32,30,31,31,33
20,2,33,25,31,30,29
26,1,28,37,34,30,19
24,1,38,34,39,35,39
18,2,36,32,34,31,42
34,1,33,31,31,34,33
20,2,32,30,34,33,24
21,1,30,33,29,32,30
32,2,29,37,31,22,29
19,2,33,32,28,33,25
42,2,30,35,31,30,33
25,1,34,34,32,29,35
30,2,38,35,30,27,34
19,1,31,34,32,31,30
21,2,35,35,35,28,38
22,2,32,37,31,34,29
20,2,34,33,30,25,23
40,2,31,33,23,29,39
47,2,33,38,35,26,37
23,2,34,36,29,28,24
19,1,32,40,33,33,23
36,2,34,38,34,33,19
13,2,27,27,26,29,28
18,1,32,38,28,30,42
35,2,33,35,32,25,40
25,2,28,34,34,29,31
24,2,30,29,30,31,25
19,1,32,31,25,31,37
56,2,32,35,31,32,31
16,2,29,32,30,31,36
38,2,31,37,30,31,32
28,2,34,33,31,29,27
28,2,27,37,30,30,26
18,2,39,32,34,37,32
49,2,31,35,30,30,34
25,2,29,38,28,27,28
24,2,30,31,26,26,27
18,1,34,32,23,35,20
17,1,36,39,26,27,24
28,1,37,37,33,33,38
20,1,28,28,32,37,27
19,1,33,31,31,30,21
19,2,26,32,29,31,35
37,2,32,31,26,28,25
19,2,26,28,29,30,25
23,2,26,32,29,27,35
38,1,32,32,30,28,22
19,2,33,28,31,29,29
19,2,35,27,34,27,38
18,2,29,28,33,29,29
21,2,31,30,32,31,27
22,2,29,31,28,30,29
26,2,32,35,37,30,26
21,2,32,29,30,30,31
46,1,32,28,26,28,19
23,2,33,34,30,31,35
19,1,34,32,34,31,27
21,2,32,29,36,28,31
49,1,32,36,24,31,32
18,2,28,33,29,32,38
18,1,33,34,31,33,26
37,1,31,36,31,33,26
21,1,30,29,39,27,24
20,2,34,35,22,33,29
18,1,33,31,28,27,22
36,2,31,36,31,32,32
57,1,34,29,33,28,25
44,1,31,32,29,35,29
28,1,28,33,33,36,31
16,1,29,36,32,28,40
25,2,31,32,30,31,23
17,2,35,28,31,33,31
25,1,32,31,30,28,28
18,1,33,36,29,31,33
17,2,28,34,33,31,26
17,2,31,32,30,30,40
16,1,36,34,32,32,25
48,2,37,36,34,29,23
19,2,31,35,24,33,26
29,1,28,38,28,33,26
16,1,32,32,28,29,41
19,2,34,32,33,27,22
18,2,32,25,28,32,28
42,1,30,32,32,30,29
18,2,27,30,33,31,28
20,2,37,37,35,35,28
25,2,33,35,30,33,22
30,2,30,31,30,29,24
29,3,26,33,30,30,38
16,2,30,37,38,30,20
21,1,28,38,32,29,32
16,2,33,34,28,31,38
51,1,33,31,31,33,34
25,2,31,25,30,27,24
17,1,31,35,33,32,30
23,1,32,34,29,27,18
24,2,36,34,32,25,34
33,2,34,32,32,31,41
21,2,34,40,32,29,38
19,2,33,29,26,29,27
21,1,27,34,26,30,26
22,2,31,30,25,27,22
19,1,34,29,31,32,26
16,2,28,30,34,32,34
16,2,33,34,36,31,34
1989,1,29,36,32,32,33
21,2,31,32,34,31,34
27,2,27,35,36,29,29
17,2,33,36,31,33,34
21,2,37,31,36,35,41
27,1,32,33,36,36,36
19,1,35,30,27,30,33
56,2,30,34,31,29,33
25,1,28,29,29,28,32
19,2,34,35,33,30,24
34,2,33,36,30,33,25
19,2,35,37,35,32,30
18,2,36,34,29,34,28
19,2,34,38,35,32,30
19,1,32,32,30,33,40
13,2,28,34,30,35,31
23,2,37,30,31,24,38
25,1,34,35,34,32,30
20,1,34,29,31,28,39
33,1,31,30,24,28,23
21,2,32,32,29,29,32
16,1,34,32,33,28,38
52,2,32,33,37,32,24
26,2,29,35,33,26,37
29,1,36,28,31,30,22
13,2,29,34,31,25,24
31,2,30,34,38,30,34
24,1,30,33,30,36,35
29,1,37,31,30,38,35
22,2,27,38,30,28,25
18,2,29,30,31,32,25
25,1,32,28,27,36,27
32,2,38,39,27,34,38
17,1,31,31,28,27,36
29,1,32,35,31,33,28
26,2,29,31,33,33,38
14,2,30,35,27,31,35
13,1,29,38,30,27,32
34,1,30,38,38,30,38
22,2,26,28,30,26,29
16,2,31,35,32,34,21
19,2,33,35,32,33,41
18,2,34,27,29,33,43
23,2,33,37,23,30,30
31,1,29,37,27,37,22
31,2,32,34,28,27,41
23,2,33,31,22,31,33
18,2,34,36,34,33,26
32,1,28,29,30,24,30
19,1,38,38,31,34,25
16,2,33,35,32,31,27
